Ordrenr.;t;Afsluttet ord.;Projektnr.;Navn;Kundeinfo;Prio.;Niveau;Varenummer;Navn;Startperiode;Afsluttet vare;Plan. antal;Rap. ant.;R;Status;Op.;Prod.grp.;Op. beskrivelse;Start;Afsluttet;Plan. antal;Rap. ant.;R;Plan. tid;Rap.tid;Rapp.nr.;oprettet
242792-4;20-05-2016;20-05-2016;;;Grundfos  A/S;9;0;STIKHOLDER M12 S;Stikholder M12 side;20-05-2016;20-05-2016;2;; ;1;20;G01-2;Ubemandet maskintid;20-05-2016;20-05-2016;2;0; ;0;0;980;
242792-4;20-05-2016;20-05-2016;;;Grundfos  A/S;9;0;STIKHOLDER M12 S;Stikholder M12 side;20-05-2016;20-05-2016;2;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;2;0; ;0;0;978;
242794;27-05-2016;27-05-2016;;;Grundfos  A/S;9;0;V70102739;70102739;27-05-2016;27-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;27-05-2016;27-05-2016;1;0; ;0;0;988;
242794;27-05-2016;27-05-2016;;;Grundfos  A/S;9;0;V70102739;70102739;27-05-2016;27-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;27-05-2016;27-05-2016;1;0; ;0;0;986;
242794;27-05-2016;27-05-2016;;;Grundfos  A/S;9;0;V70102739;70102739;27-05-2016;27-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;27-05-2016;27-05-2016;1;0; ;0;0;984;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;10;VFA-01;Projekt opstart og konstruktion;21-06-2016;21-06-2016;1;0; ;0;6,5;1024;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;20;VFA-02;Dokumentation;21-06-2016;21-06-2016;1;0; ;0;0;1022;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;30;VFA-03;CNC programmer;21-06-2016;21-06-2016;1;0; ;0;0;1020;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;40;VFA-04;CNC maskine fræse;21-06-2016;21-06-2016;1;0; ;0;0;1018;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;50;VFA-05;CNC maskine dreje;21-06-2016;21-06-2016;1;0; ;0;0;1016;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;60;VFA-06;Elektrodefremstilling;21-06-2016;21-06-2016;1;0; ;0;0;1014;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;70;VFA-07;Sænkgnist inkl. programmering;21-06-2016;21-06-2016;1;0; ;0;0;1012;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;80;VFA-08;Trådgnist inkl. programmering;21-06-2016;21-06-2016;1;0; ;0;0;1010;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;90;VFA-09;Ubemandet CNC maskintid;21-06-2016;21-06-2016;1;0; ;0;0;1008;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;100;VFA-10;Slibning, plan og rundslib;21-06-2016;21-06-2016;1;0; ;0;0;1006;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;110;VFA-11;Manuel maskine;21-06-2016;21-06-2016;1;0; ;0;0;1004;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;120;VFA-12;Bore kølesystem;21-06-2016;21-06-2016;1;0; ;0;0;1002;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;130;VFA-13;Andet arbejde: Polering;21-06-2016;21-06-2016;1;0; ;0;0;1000;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;140;VFA-14;Kulisser, skråudstødere, cyl. træk;21-06-2016;21-06-2016;1;0; ;0;0;998;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;150;VFA-15;Montage, tilpasning, pudsning m.m;21-06-2016;21-06-2016;1;0; ;0;0;996;
242795;21-06-2016;21-06-2016;;;Malte Haaning Plastic A/S;9;0;242795;Ekstruder værktøj - komplet;21-06-2016;21-06-2016;1;; ;3;160;VFA-Ø;Interne fejl og efterjustering U/B;21-06-2016;21-06-2016;1;0; ;0;0;994;
242796-1;24-05-2016;24-05-2016;;;Bila A/S;9;0;25000;0142133-99-8471;24-05-2016;24-05-2016;1;; ;1;10;B01-1;Arbejde;24-05-2016;24-05-2016;1;0; ;0;0;1028;
242796-1;24-05-2016;24-05-2016;;;Bila A/S;9;0;25000;0142133-99-8471;24-05-2016;24-05-2016;1;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;1;0; ;0;0;1026;
242796-2;24-05-2016;24-05-2016;;;Bila A/S;9;0;25001;0142133-99-8471_MIR;24-05-2016;24-05-2016;1;; ;1;10;B01-1;Arbejde;24-05-2016;24-05-2016;1;0; ;0;0;1032;
242796-2;24-05-2016;24-05-2016;;;Bila A/S;9;0;25001;0142133-99-8471_MIR;24-05-2016;24-05-2016;1;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;1;0; ;0;0;1030;
242797;01-06-2016;01-06-2016;;;Grundfos  A/S;9;0;V70208644;V70208644 - Holder;01-06-2016;01-06-2016;5;; ;1;10;G01-1;Fremstilling og bearbejdning;01-06-2016;01-06-2016;5;0; ;0;0;1038;
242797;01-06-2016;01-06-2016;;;Grundfos  A/S;9;0;V70208644;V70208644 - Holder;01-06-2016;01-06-2016;5;; ;1;20;G01-2;Ubemandet maskintid;01-06-2016;01-06-2016;5;0; ;0;0;1036;
242797;01-06-2016;01-06-2016;;;Grundfos  A/S;9;0;V70208644;V70208644 - Holder;01-06-2016;01-06-2016;5;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;01-06-2016;01-06-2016;5;0; ;0;0;1034;
242799-1;24-05-2016;24-05-2016;;;Bila A/S;9;0;250102;0152732-99-4246;24-05-2016;24-05-2016;2;; ;1;10;B01-1;Arbejde;24-05-2016;24-05-2016;2;0; ;0;0;1042;
242799-1;24-05-2016;24-05-2016;;;Bila A/S;9;0;250102;0152732-99-4246;24-05-2016;24-05-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;2;0; ;0;0;1040;
242799-2;24-05-2016;24-05-2016;;;Bila A/S;9;0;250103;0152732-99-4247;24-05-2016;24-05-2016;2;; ;1;10;B01-1;Arbejde;24-05-2016;24-05-2016;2;0; ;0;0;1046;
242799-2;24-05-2016;24-05-2016;;;Bila A/S;9;0;250103;0152732-99-4247;24-05-2016;24-05-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;2;0; ;0;0;1044;
242799-3;24-05-2016;24-05-2016;;;Bila A/S;9;0;250104;0152732-99-4248;24-05-2016;24-05-2016;2;; ;1;10;B01-1;Arbejde;24-05-2016;24-05-2016;2;0; ;0;0;1050;
242799-3;24-05-2016;24-05-2016;;;Bila A/S;9;0;250104;0152732-99-4248;24-05-2016;24-05-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;2;0; ;0;0;1048;
242801-1;25-05-2016;25-05-2016;;;Bila A/S;9;0;250107;0152998-99-4082;25-05-2016;25-05-2016;16;; ;1;10;B01-1;Arbejde;25-05-2016;25-05-2016;16;0; ;0;0;1062;
242801-1;25-05-2016;25-05-2016;;;Bila A/S;9;0;250107;0152998-99-4082;25-05-2016;25-05-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;25-05-2016;25-05-2016;16;0; ;0;0;1060;
242801-2;25-05-2016;25-05-2016;;;Bila A/S;9;0;250108;0152998-99-4139;25-05-2016;25-05-2016;96;; ;1;10;B01-1;Arbejde;25-05-2016;25-05-2016;96;0; ;0;0;1066;
242801-2;25-05-2016;25-05-2016;;;Bila A/S;9;0;250108;0152998-99-4139;25-05-2016;25-05-2016;96;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;25-05-2016;25-05-2016;96;0; ;0;0;1064;
242804-1;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250110;96900021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;24-05-2016;24-05-2016;1;0; ;0;0;1072;
242804-1;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250110;96900021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;24-05-2016;24-05-2016;1;0; ;0;0;1070;
242804-1;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250110;96900021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;1;0; ;0;0;1068;
242804-2;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250111;96926234-3500021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;24-05-2016;24-05-2016;1;0; ;0;0;1078;
242804-2;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250111;96926234-3500021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;24-05-2016;24-05-2016;1;0; ;0;0;1076;
242804-2;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;T250111;96926234-3500021_mod_rev_6;24-05-2016;24-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;1;0; ;0;0;1074;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;10;KF-01;Opstart, evt.konstruktion, møder mm;26-05-2016;26-05-2016;5;0; ;0;0;1096;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;20;KF-02;Evt.opspændingdorne, save m.m;26-05-2016;26-05-2016;5;0; ;0;0;1094;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;30;KF-03;Programering (alt programmering);26-05-2016;26-05-2016;5;0; ;0;0;1092;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;40;KF-04;Opstilling og indkøring CNC maskine;26-05-2016;26-05-2016;5;0; ;0;0;1090;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;50;KF-05;Produktion - bemandet;26-05-2016;26-05-2016;5;0; ;0;0;1088;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;60;KF-06;Produktion - ubemandet CNC maskine;26-05-2016;26-05-2016;5;0; ;0;0;1086;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;70;KF-07;Opmålinger, slutkontrol, evt måling;26-05-2016;26-05-2016;5;0; ;0;0;1084;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;80;KF-08;Overarbejde (alt overtid);26-05-2016;26-05-2016;5;0; ;0;0;1082;
242805;26-05-2016;26-05-2016;;;(StoneZone A/S) DFI-Geisler;9;0;T250112;Gleitring;26-05-2016;26-05-2016;5;; ;1;90;KF-Ø;Interne fejl og efterjustering U/B;26-05-2016;26-05-2016;5;0; ;0;0;1080;
242807-1;02-06-2016;02-06-2016;;;Bila A/S;9;0;T250113;0152732-99-4311;02-06-2016;02-06-2016;2;; ;1;10;B01-1;Arbejde;02-06-2016;02-06-2016;2;0; ;0;0;1100;
242807-1;02-06-2016;02-06-2016;;;Bila A/S;9;0;T250113;0152732-99-4311;02-06-2016;02-06-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;02-06-2016;02-06-2016;2;0; ;0;0;1098;
242807-2;02-06-2016;02-06-2016;;;Bila A/S;9;0;T250114;0152732-99-4311_MIR;02-06-2016;02-06-2016;2;; ;1;10;B01-1;Arbejde;02-06-2016;02-06-2016;2;0; ;0;0;1104;
242807-2;02-06-2016;02-06-2016;;;Bila A/S;9;0;T250114;0152732-99-4311_MIR;02-06-2016;02-06-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;02-06-2016;02-06-2016;2;0; ;0;0;1102;
242808;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250115;Gribeaksel;03-06-2016;03-06-2016;200;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;200;0; ;0;0;1108;
242808;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250115;Gribeaksel;03-06-2016;03-06-2016;200;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;200;0; ;0;0;1106;
242809-1;09-06-2016;09-06-2016;;;Grundfos  A/S;9;0;US.266091;Service af us.266091;09-06-2016;09-06-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;09-06-2016;09-06-2016;1;0; ;0;0;1116;
242809-1;09-06-2016;09-06-2016;;;Grundfos  A/S;9;0;US.266091;Service af us.266091;09-06-2016;09-06-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;09-06-2016;09-06-2016;1;0; ;0;0;1114;
242809-1;09-06-2016;09-06-2016;;;Grundfos  A/S;9;0;US.266091;Service af us.266091;09-06-2016;09-06-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;09-06-2016;09-06-2016;1;0; ;0;0;1112;
242809-1;09-06-2016;09-06-2016;;;Grundfos  A/S;9;0;US.266091;Service af us.266091;09-06-2016;09-06-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;09-06-2016;09-06-2016;1;0; ;0;0;1110;
242809-2;16-06-2016;16-06-2016;;;Grundfos  A/S;9;0;US.257335;Service af us.257335;16-06-2016;16-06-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;16-06-2016;16-06-2016;1;0; ;0;0;1124;
242809-2;16-06-2016;16-06-2016;;;Grundfos  A/S;9;0;US.257335;Service af us.257335;16-06-2016;16-06-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;16-06-2016;16-06-2016;1;0; ;0;0;1122;
242809-2;16-06-2016;16-06-2016;;;Grundfos  A/S;9;0;US.257335;Service af us.257335;16-06-2016;16-06-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;16-06-2016;16-06-2016;1;0; ;0;0;1120;
242809-2;16-06-2016;16-06-2016;;;Grundfos  A/S;9;0;US.257335;Service af us.257335;16-06-2016;16-06-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;16-06-2016;16-06-2016;1;0; ;0;0;1118;
242812;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;V70117127;Ændring af 70117127;03-06-2016;03-06-2016;3;; ;1;10;G01-1;Fremstilling og bearbejdning;03-06-2016;03-06-2016;3;0; ;0;0;1138;
242812;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;V70117127;Ændring af 70117127;03-06-2016;03-06-2016;3;; ;1;20;G01-2;Ubemandet maskintid;03-06-2016;03-06-2016;3;0; ;0;0;1136;
242812;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;V70117127;Ændring af 70117127;03-06-2016;03-06-2016;3;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;3;0; ;0;0;1134;
242813-1;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126211;Rep. af v7126211;25-05-2016;25-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;25-05-2016;25-05-2016;1;0; ;0;0;1144;
242813-1;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126211;Rep. af v7126211;25-05-2016;25-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;25-05-2016;25-05-2016;1;0; ;0;0;1142;
242813-1;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126211;Rep. af v7126211;25-05-2016;25-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;25-05-2016;25-05-2016;1;0; ;0;0;1140;
242813-2;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126217;Rep. af v7126217;25-05-2016;25-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;25-05-2016;25-05-2016;1;0; ;0;0;1150;
242813-2;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126217;Rep. af v7126217;25-05-2016;25-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;25-05-2016;25-05-2016;1;0; ;0;0;1148;
242813-2;25-05-2016;25-05-2016;;;Grundfos  A/S;9;0;V7126217;Rep. af v7126217;25-05-2016;25-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;25-05-2016;25-05-2016;1;0; ;0;0;1146;
242813-3;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;70099500;Rep. af 70099500;24-05-2016;24-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;24-05-2016;24-05-2016;1;0; ;0;0;1156;
242813-3;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;70099500;Rep. af 70099500;24-05-2016;24-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;24-05-2016;24-05-2016;1;0; ;0;0;1154;
242813-3;24-05-2016;24-05-2016;;;Grundfos  A/S;9;0;70099500;Rep. af 70099500;24-05-2016;24-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;24-05-2016;24-05-2016;1;0; ;0;0;1152;
242814;23-05-2016;23-05-2016;;;Bila A/S;9;0;T250118;0150468-99-0233;23-05-2016;23-05-2016;4;; ;1;10;B01-1;Arbejde;23-05-2016;23-05-2016;4;0; ;0;0;1160;
242814;23-05-2016;23-05-2016;;;Bila A/S;9;0;T250118;0150468-99-0233;23-05-2016;23-05-2016;4;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;4;0; ;0;0;1158;
242815-1;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250119;0152998-99-4011;03-06-2016;03-06-2016;4;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;4;0; ;0;0;1164;
242815-1;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250119;0152998-99-4011;03-06-2016;03-06-2016;4;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;4;0; ;0;0;1162;
242815-2;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250120;0152998-99-0003;03-06-2016;03-06-2016;8;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;8;0; ;0;0;1168;
242815-2;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250120;0152998-99-0003;03-06-2016;03-06-2016;8;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;8;0; ;0;0;1166;
242815-3;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250121;0152998-99-4141;03-06-2016;03-06-2016;10;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;10;0; ;0;0;1172;
242815-3;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250121;0152998-99-4141;03-06-2016;03-06-2016;10;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;10;0; ;0;0;1170;
242815-4;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250122;0152998-99-0004;03-06-2016;03-06-2016;16;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;16;0; ;0;0;1176;
242815-4;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250122;0152998-99-0004;03-06-2016;03-06-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;16;0; ;0;0;1174;
242815-5;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250123;0152998-99-4143;03-06-2016;03-06-2016;4;; ;1;10;B01-1;Arbejde;03-06-2016;03-06-2016;4;0; ;0;0;1180;
242815-5;03-06-2016;03-06-2016;;;Bila A/S;9;0;T250123;0152998-99-4143;03-06-2016;03-06-2016;4;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;4;0; ;0;0;1178;
242816-1;27-05-2016;27-05-2016;;;Bila A/S;9;0;T250124;0161162-99-0016;27-05-2016;27-05-2016;2;; ;1;10;B01-1;Arbejde;27-05-2016;27-05-2016;2;0; ;0;0;1184;
242816-1;27-05-2016;27-05-2016;;;Bila A/S;9;0;T250124;0161162-99-0016;27-05-2016;27-05-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;27-05-2016;27-05-2016;2;0; ;0;0;1182;
242816-2;27-05-2016;27-05-2016;;;Bila A/S;9;0;T250125;0161162-99-0015;27-05-2016;27-05-2016;2;; ;1;10;B01-1;Arbejde;27-05-2016;27-05-2016;2;0; ;0;0;1188;
242816-2;27-05-2016;27-05-2016;;;Bila A/S;9;0;T250125;0161162-99-0015;27-05-2016;27-05-2016;2;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;27-05-2016;27-05-2016;2;0; ;0;0;1186;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;10;KF-01;Opstart, evt.konstruktion, møder mm;23-05-2016;23-05-2016;10;0; ;0;0;1206;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;20;KF-02;Evt.opspændingdorne, save m.m;23-05-2016;23-05-2016;10;0; ;0;0;1204;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;30;KF-03;Programering (alt programmering);23-05-2016;23-05-2016;10;0; ;0;0;1202;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;40;KF-04;Opstilling og indkøring CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1200;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;50;KF-05;Produktion - bemandet;23-05-2016;23-05-2016;10;0; ;0;0;1198;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;60;KF-06;Produktion - ubemandet CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1196;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;70;KF-07;Opmålinger, slutkontrol, evt måling;23-05-2016;23-05-2016;10;0; ;0;0;1194;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;80;KF-08;Overarbejde (alt overtid);23-05-2016;23-05-2016;10;0; ;0;0;1192;
242817-1;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250126;Spacer ring;23-05-2016;23-05-2016;10;; ;1;90;KF-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;10;0; ;0;0;1190;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;10;KF-01;Opstart, evt.konstruktion, møder mm;23-05-2016;23-05-2016;10;0; ;0;0;1224;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;20;KF-02;Evt.opspændingdorne, save m.m;23-05-2016;23-05-2016;10;0; ;0;0;1222;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;30;KF-03;Programering (alt programmering);23-05-2016;23-05-2016;10;0; ;0;0;1220;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;40;KF-04;Opstilling og indkøring CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1218;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;50;KF-05;Produktion - bemandet;23-05-2016;23-05-2016;10;0; ;0;0;1216;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;60;KF-06;Produktion - ubemandet CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1214;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;70;KF-07;Opmålinger, slutkontrol, evt måling;23-05-2016;23-05-2016;10;0; ;0;0;1212;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;80;KF-08;Overarbejde (alt overtid);23-05-2016;23-05-2016;10;0; ;0;0;1210;
242817-2;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250127;Outer ring;23-05-2016;23-05-2016;10;; ;1;90;KF-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;10;0; ;0;0;1208;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;10;KF-01;Opstart, evt.konstruktion, møder mm;23-05-2016;23-05-2016;10;0; ;0;0;1242;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;20;KF-02;Evt.opspændingdorne, save m.m;23-05-2016;23-05-2016;10;0; ;0;0;1240;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;30;KF-03;Programering (alt programmering);23-05-2016;23-05-2016;10;0; ;0;0;1238;
242817-3;23-05-2016;23-05-2016;;;CMS Dental ApS;9;0;T250128;Inner ring;23-05-2016;23-05-2016;10;; ;1;40;KF-04;Opstilling og indkøring CNC maskine;23-05-2016;23-05-2016;10;0; ;0;0;1236;
