medarb. initialer;jobnr;aktivitetsnavn;timer;dato (dd-mm-yyyy);kommentar
30-04-2012;208;-51,5;;Timer;
30-04-2012;208;-2;;Timer;
30-04-2012;208;-6,5;;Timer;
30-04-2012;208;6,5;;Timer;
30-04-2012;208;-2;;Timer;
30-04-2012;208;94,5;;Timer;
30-04-2012;208;-4,5;;Timer;
30-04-2012;208;-94,5;;Timer;
30-04-2012;208;3,5;;Timer;
30-04-2012;208;-3,5;;Timer;
11-04-2012;208;5;;Timer;
12-04-2012;208;6;;Timer;
30-04-2012;208;3;;Timer;
30-04-2012;208;93,8;;Timer;
30-04-2012;208;-3;;Timer;
30-04-2012;208;-44,4;;Timer;
30-04-2012;208;-49,4;;Timer;
17-04-2012;208;4;;Timer;
16-04-2012;208;4;;Timer;
18-04-2012;208;2,5;;Timer;
19-04-2012;208;3,5;;Timer;
25-04-2012;208;2,5;;Timer;
27-04-2012;208;3;;Timer;
24-04-2012;208;5,5;;Timer;
26-04-2012;208;5,5;;Timer;
30-04-2012;208;6;;Timer;
01-05-2012;208;6;;Timer;
02-05-2012;208;6;;Timer;
07-05-2012;208;3;;Timer;
09-05-2012;208;5;;Timer;
07-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
30-04-2012;208;4;;Timer;
30-04-2012;208;-2;;Timer;
30-04-2012;208;-2;;Timer;
30-04-2012;208;-41;;Timer;
30-04-2012;208;41;;Timer;
30-04-2012;208;-16;;Timer;
30-04-2012;208;16;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;-10;;Timer;
30-04-2012;208;180,5;;Timer;
30-04-2012;208;-36;;Timer;
30-04-2012;208;-144,5;;Timer;
30-04-2012;208;3;;Timer;
30-04-2012;208;4,3;;Timer;
01-05-2012;208;3;;Timer;
01-05-2012;208;2;;Timer;
01-05-2012;208;2,3;;Timer;
30-04-2012;208;455;;Timer;
30-04-2012;208;-5;;Timer;
25-04-2012;208;2;;Timer;
30-04-2012;208;35,5;;Timer;
26-04-2012;208;5;;Timer;
27-04-2012;208;8;;Timer;
26-04-2012;208;2,8;;Timer;
24-04-2012;208;1;;Timer;
26-04-2012;208;1,5;;Timer;
26-04-2012;208;2;;Timer;
30-04-2012;208;12,3;;Timer;
30-04-2012;208;-12,3;;Timer;
30-04-2012;208;2,3;;Timer;
30-04-2012;208;-2,3;;Timer;
23-04-2012;208;2;;Timer;
23-04-2012;208;3;;Timer;
23-04-2012;208;2,3;;Timer;
24-04-2012;208;5;;Timer;
25-04-2012;208;7;;Timer;
24-04-2012;208;2,3;;Timer;
25-04-2012;208;7,3;;Timer;
26-04-2012;208;1;;Timer;
24-04-2012;208;1;;Timer;
24-04-2012;208;3;;Timer;
18-04-2012;208;2;;Timer;
19-04-2012;208;1;;Timer;
30-04-2012;208;0,75;;Timer;
30-04-2012;208;5,75;;Timer;
30-04-2012;208;-5,75;;Timer;
30-04-2012;208;-0,75;;Timer;
19-04-2012;208;3;;Timer;
18-04-2012;208;1;;Timer;
20-04-2012;208;6;;Timer;
16-04-2012;208;5;;Timer;
18-04-2012;208;2;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;100;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;8;;Timer;
30-04-2012;208;2;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;8;;Timer;
30-04-2012;208;3;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;5;;Timer;
30-04-2012;208;15;;Timer;
30-04-2012;208;3;;Timer;
30-04-2012;208;8;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
17-04-2012;208;0,5;;Timer;
25-04-2012;208;1;;Timer;
26-04-2012;208;2;;Timer;
16-04-2012;208;2;;Timer;
19-04-2012;208;1;;Timer;
18-04-2012;208;2;;Timer;
19-04-2012;208;1;;Timer;
19-04-2012;208;2;;Timer;
20-04-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
17-04-2012;208;2;;Timer;
03-05-2012;208;2;;Timer;
11-04-2012;208;3;;Timer;
11-04-2012;208;1,3;;Timer;
11-04-2012;208;1;;Timer;
11-04-2012;208;2;;Timer;
08-05-2012;208;1;;Timer;
07-05-2012;208;1;;Timer;
09-05-2012;208;2;;Timer;
09-05-2012;208;1;;Timer;
12-04-2012;208;2,3;;Timer;
13-04-2012;208;2,3;;Timer;
13-04-2012;208;1;;Timer;
13-04-2012;208;3;;Timer;
07-05-2012;208;1;;Timer;
30-04-2012;208;-36,2;;Timer;
30-04-2012;208;43,5;;Timer;
07-05-2012;208;1;;Timer;
08-05-2012;208;2;;Timer;
30-04-2012;208;-10;;Timer;
30-04-2012;208;10;;Timer;
30-04-2012;208;-1;;Timer;
30-04-2012;208;1;;Timer;
30-04-2012;208;-11,5;;Timer;
30-04-2012;208;11,5;;Timer;
30-04-2012;208;5;;Timer;
30-04-2012;208;-5;;Timer;
30-04-2012;208;3;;Timer;
30-04-2012;208;7;;Timer;
30-04-2012;208;-7;;Timer;
30-04-2012;208;94,5;;Timer;
30-04-2012;208;-94,5;;Timer;
30-04-2012;208;143,3;;Timer;
30-04-2012;208;-3,5;;Timer;
30-04-2012;208;1;;Timer;
30-04-2012;208;6;;Timer;
30-04-2012;208;-3,5;;Timer;
30-04-2012;208;-2,5;;Timer;
30-04-2012;208;0,5;;Timer;
30-04-2012;208;-0,5;;Timer;
30-04-2012;208;2,5;;Timer;
30-04-2012;208;-2,5;;Timer;
30-04-2012;208;21;;Timer;
30-04-2012;208;-21;;Timer;
09-05-2012;208;0,5;;Timer;
09-05-2012;208;0,5;møde med guri - ambassadører;Timer;
30-04-2012;208;-7,3;;Timer;
09-05-2012;208;0,75;;Timer;
09-05-2012;208;1,25;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;0,25;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;1,75;;Timer;
09-05-2012;208;0,5;Logogbrug mv. diplom;Timer;
09-05-2012;208;4,8;;Timer;
09-05-2012;208;1,5;;Timer;
09-05-2012;208;0,5;;Timer;
09-05-2012;208;1,75;;Timer;
09-05-2012;208;2;;Timer;
09-05-2012;208;0,5;;Timer;
09-05-2012;208;0,5;;Timer;
09-05-2012;208;1,3;;Timer;
09-05-2012;208;3;;Timer;
08-05-2012;208;1,5;;Timer;
08-05-2012;208;6;;Timer;
08-05-2012;208;2;;Timer;
08-05-2012;208;1;;Timer;
02-05-2012;208;0,5;;Timer;
02-05-2012;208;8;;Timer;
09-05-2012;208;0,5;;Timer;
14-05-2012;208;7,5;;Timer;
16-05-2012;208;6,5;;Timer;
06-05-2012;208;4;;Timer;
07-05-2012;208;10,5;;Timer;
08-05-2012;208;9;;Timer;
09-05-2012;208;8,5;;Timer;
08-05-2012;208;3;1000pandaer;Timer;
09-05-2012;208;2;1000pandaer;Timer;
23-04-2012;208;5;;Timer;
24-04-2012;208;2;;Timer;
23-04-2012;208;2;;Timer;
23-04-2012;208;2;;Timer;
24-04-2012;208;5;;Timer;
25-04-2012;208;3;;Timer;
25-04-2012;208;1;;Timer;
26-04-2012;208;4;;Timer;
27-04-2012;208;1;;Timer;
25-04-2012;208;1;;Timer;
27-04-2012;208;2;;Timer;
26-04-2012;208;1;;Timer;
27-04-2012;208;1;;Timer;
26-04-2012;208;1,5;;Timer;
27-04-2012;208;1;;Timer;
25-04-2012;208;1;;Timer;
25-04-2012;208;1;;Timer;
27-04-2012;208;2;;Timer;
10-05-2012;208;0,5;;Timer;
10-05-2012;208;0,75;;Timer;
10-05-2012;208;0,5;;Timer;
10-05-2012;208;2,5;;Timer;
07-05-2012;208;13;;Timer;
08-05-2012;208;4;1000 medlemskaber;Timer;
09-05-2012;208;2;;Timer;
08-05-2012;208;2;;Timer;
09-05-2012;208;3;;Timer;
10-05-2012;208;6;;Timer;
10-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1,5;;Timer;
08-05-2012;208;0,5;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
09-05-2012;208;2,5;;Timer;
09-05-2012;208;3;;Timer;
10-05-2012;208;1,5;;Timer;
10-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;2,5;;Timer;
10-05-2012;208;0,5;;Timer;
11-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;4;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;1,5;;Timer;
10-05-2012;208;4;;Timer;
08-05-2012;208;1;;Timer;
08-05-2012;208;3;;Timer;
09-05-2012;208;2;;Timer;
10-05-2012;208;2;;Timer;
08-05-2012;208;4;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
08-05-2012;208;1;;Timer;
09-05-2012;208;2;;Timer;
10-05-2012;208;3;;Timer;
08-05-2012;208;8,5;reaktion på 2020-plan, læse op på rio+20 ifbm. møde med Lisbeth Poulsen SF (aflyst af LP), oplæg til CSR-forum, WWF Grækenland brev til EU mm.;Timer;
09-05-2012;208;9;møde om CSR-rapportering, 92 gruppe fællesmøde inkl. transport;Timer;
08-05-2012;208;0,5;referat af uteammøde;Timer;
07-05-2012;208;7;MFA-møde, møde med Gitte, møde m. Sascha, mails og overblik over uger;Timer;
07-05-2012;208;1;konceptpapir + læse CSR artikler og arctic tern oplæg;Timer;
08-05-2012;208;0,5;diverse artikler;Timer;
10-05-2012;208;1,25;;Timer;
10-05-2012;208;2,25;;Timer;
10-05-2012;208;0,75;;Timer;
10-05-2012;208;0,75;;Timer;
10-05-2012;208;0,75;;Timer;
15-05-2012;208;1,5;;Timer;
10-05-2012;208;7;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;0,25;;Timer;
14-05-2012;208;2,5;;Timer;
08-05-2012;208;6,5;;Timer;
07-05-2012;208;3;;Timer;
03-05-2012;208;3,5;;Timer;
01-05-2012;208;5,25;;Timer;
14-05-2012;208;7,2;;Timer;
30-04-2012;208;1,75;;Timer;
13-05-2012;208;12,5;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
12-05-2012;208;14,5;;Timer;
11-05-2012;208;6,5;;Timer;
10-05-2012;208;10;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
14-05-2012;208;0,3;;Timer;
03-05-2012;208;6,3;;Timer;
03-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
08-05-2012;208;6,75;;Timer;
08-05-2012;208;1;;Timer;
09-05-2012;208;1,75;;Timer;
09-05-2012;208;6,25;;Timer;
09-05-2012;208;2;flaskegave;Timer;
10-05-2012;208;0,5;;Timer;
09-05-2012;208;4,5;;Timer;
08-05-2012;208;1,25;;Timer;
07-05-2012;208;2,25;;Timer;
10-05-2012;208;1;;Timer;
07-05-2012;208;4,3;;Timer;
08-05-2012;208;7,3;;Timer;
07-05-2012;208;3;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1,5;;Timer;
09-05-2012;208;7,3;;Timer;
10-05-2012;208;1,3;;Timer;
10-05-2012;208;2;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;4;;Timer;
11-05-2012;208;6,3;;Timer;
11-05-2012;208;2;;Timer;
11-05-2012;208;2;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
09-05-2012;208;1;;Timer;
11-05-2012;208;0,5;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;1,5;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
11-05-2012;208;1,5;;Timer;
10-05-2012;208;2;;Timer;
10-05-2012;208;0,75;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
08-05-2012;208;2;;Timer;
11-05-2012;208;4;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;5;;Timer;
09-05-2012;208;4;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
09-05-2012;208;1;;Timer;
08-05-2012;208;6;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;2;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
07-05-2012;208;1,25;;Timer;
10-05-2012;208;4,25;;Timer;
08-05-2012;208;1,5;;Timer;
10-05-2012;208;0,25;;Timer;
10-05-2012;208;5;;Timer;
08-05-2012;208;2;;Timer;
03-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
11-05-2012;208;2;;Timer;
02-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
01-05-2012;208;6,5;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
03-05-2012;208;1,5;;Timer;
02-05-2012;208;7;;Timer;
11-05-2012;208;2;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;2;;Timer;
11-05-2012;208;1;;Timer;
12-05-2012;208;1;;Timer;
11-05-2012;208;2;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
11-05-2012;208;2;;Timer;
12-05-2012;208;3;;Timer;
11-05-2012;208;6;;Timer;
10-05-2012;208;8;;Timer;
11-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1,5;;Timer;
11-05-2012;208;8,8;team generous, betternow, bogmærker, ambassadører;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;3;;Timer;
11-05-2012;208;3;"Altinget interview om bla. Rio+20, WWF 40 år mv. 
Brasilien pressemeddelelse. ";Timer;
11-05-2012;208;3;Timepuslespil i KOM... ny fordeling af timer samt diverse ledelsesting. ;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
09-05-2012;208;3;;Timer;
11-05-2012;208;4;Gittes tale til 16/5 - Katherine Richardson arrangement;Timer;
11-05-2012;208;3;;Timer;
11-05-2012;208;3;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
08-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1,5;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
11-05-2012;208;5,5;;Timer;
11-05-2012;208;1,5;;Timer;
10-05-2012;208;0,5;møde m. Mette F;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
08-05-2012;208;1;;Timer;
10-05-2012;208;2;morgenmøde, møde om tips/lotto midler;Timer;
10-05-2012;208;1,5;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;3,25;;Timer;
10-05-2012;208;2;;Timer;
09-05-2012;208;1;;Timer;
11-05-2012;208;2;;Timer;
10-05-2012;208;7;;Timer;
10-05-2012;208;1;hvervepjece formøde;Timer;
10-05-2012;208;0,25;ecco - gitte bendt;Timer;
09-05-2012;208;2;;Timer;
09-05-2012;208;2;;Timer;
09-05-2012;208;1,5;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1,5;;Timer;
10-05-2012;208;2,5;;Timer;
10-05-2012;208;3,5;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;2;Møde, tilpasning af drejebog mv. ;Timer;
10-05-2012;208;5;Ledelse diverse, årsrapport snak, program for KOM kursus den 21/5, forberedelse af Gittes tale i næste uge vedr. frivilligt arbejde. ;Timer;
10-05-2012;208;1,5;Tilretning af fiskekronik til Politiken;Timer;
10-05-2012;208;1;Brasilien forrest code prm;Timer;
09-05-2012;208;1;Earth Hour evalueringsmøde;Timer;
09-05-2012;208;5;Anbefaling til Jacob, diverse andre ting;Timer;
09-05-2012;208;1;Planlægningsmøde for det kommende nummer;Timer;
09-05-2012;208;1;Fiskekronik ;Timer;
09-05-2012;208;1;;Timer;
11-05-2012;208;2,5;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;2;møder med Ole M og Elisabeht om budget ;Timer;
09-05-2012;208;7,5;Ajourføre timer i Outzoure plus ny timerefgistrering plus omfordelinger og ferie;Timer;
10-05-2012;208;6,5;Ajourføre timer i Outzoure plus ny timerefgistrering plus omfordelinger og ferie;Timer;
11-05-2012;208;2;Indtastning af ferie i Timeout IGEN;Timer;
01-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;2;Personalehåndbog;Timer;
10-05-2012;208;2;møde m. specialestuderende;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;2;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;2,5;;Timer;
14-05-2012;208;7,5;;Timer;
01-05-2012;208;1;;Timer;
11-05-2012;208;2;;Timer;
10-05-2012;208;3;;Timer;
01-05-2012;208;1;;Timer;
10-05-2012;208;1;morgenmøde;Timer;
11-05-2012;208;0,25;;Timer;
10-05-2012;208;3;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1,5;;Timer;
01-05-2012;208;1;;Timer;
08-05-2012;208;1,5;;Timer;
11-05-2012;208;5;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;3;;Timer;
01-05-2012;208;1;;Timer;
08-05-2012;208;0,75;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;0,5;;Timer;
10-05-2012;208;5;;Timer;
08-05-2012;208;1;;Timer;
10-05-2012;208;0,75;;Timer;
07-05-2012;208;4;;Timer;
08-05-2012;208;1,5;;Timer;
09-05-2012;208;0,75;;Timer;
11-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
10-05-2012;208;6;;Timer;
10-05-2012;208;1,3;;Timer;
11-05-2012;208;7,5;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
11-05-2012;208;3;;Timer;
11-05-2012;208;2,3;;Timer;
16-05-2012;208;2;;Timer;
15-05-2012;208;2,5;;Timer;
15-05-2012;208;2,5;;Timer;
14-05-2012;208;4;;Timer;
16-05-2012;208;4;;Timer;
14-05-2012;208;5;;Timer;
14-05-2012;208;2,5;;Timer;
09-05-2012;208;5;;Timer;
09-05-2012;208;2,5;;Timer;
14-05-2012;208;2;;Timer;
14-05-2012;208;3;;Timer;
14-05-2012;208;2;;Timer;
11-05-2012;208;1;;Timer;
12-05-2012;208;3;bøvl med formular til wwf.dk/tillykke;Timer;
14-05-2012;208;7,3;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;4;;Timer;
14-05-2012;208;2;;Timer;
12-05-2012;208;0,5;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;0,5;;Timer;
14-05-2012;208;3,5;;Timer;
14-05-2012;208;2;;Timer;
10-05-2012;208;3;;Timer;
10-05-2012;208;5;;Timer;
14-05-2012;208;8,3;;Timer;
15-05-2012;208;3;;Timer;
15-05-2012;208;5;;Timer;
14-05-2012;208;3;;Timer;
14-05-2012;208;2,5;;Timer;
14-05-2012;208;3;;Timer;
14-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
14-05-2012;208;2;;Timer;
15-05-2012;208;1;;Timer;
15-05-2012;208;3;WWF 40 års fødselsdag;Timer;
14-05-2012;208;1;;Timer;
15-05-2012;208;1;;Timer;
14-05-2012;208;4,5;Ret timepriser i Timeout;Timer;
02-04-2012;208;1;;Timer;
15-05-2012;208;0,75;;Timer;
15-05-2012;208;0,25;;Timer;
15-05-2012;208;1;;Timer;
15-05-2012;208;1;;Timer;
15-05-2012;208;3;reception wwf 40 år;Timer;
15-05-2012;208;2,5;;Timer;
02-04-2012;208;2,3;Timeregistering feb og marts md.;Timer;
10-04-2012;208;3;Certificeringsordningsarbejde med Lasse, Christoph, Jacob, jan og Jakob H;Timer;
10-04-2012;208;0,5;KLimateam møde opfølgning 1/2 time;Timer;
10-04-2012;208;3;WindMade;Timer;
10-04-2012;208;1;;Timer;
11-04-2012;208;4;Windmade, CSR udvalget 92 gruppen, Arla mm;Timer;
11-04-2012;208;2,5;;Timer;
11-05-2012;208;5,5;møde m. KEBMIN om SLCF, møde m. CONCITO om klimalov, møde om Living Planet Report, møde om Global Dairy Strategy;Timer;
12-05-2012;208;2,5;MFA-ret, personalesag, invitere til samtaler og mail for FY13 mm;Timer;
11-05-2012;208;2,5;repræsentation, Ibis/Vagn reception;Timer;
12-04-2012;208;5;;Timer;
12-04-2012;208;0,5;;Timer;
14-05-2012;208;5,5;Møde med Signe D. Frese (FDB), 92-gruppens Rio+20 positionspapir, pressemeddelelse om LPR + snak m. Politiken mm;Timer;
14-05-2012;208;2,5;møde m. Søren om opgaver tindtil orlov, møde m. Gitte, forb. LG møde;Timer;
14-05-2012;208;1,5;tlf. fra Ida Auken + opfølgning med WWF Sverige, WWF Findland, EPO, Naturstyrelsen og DN;Timer;
12-04-2012;208;2;;Timer;
11-04-2012;208;1;;Timer;
13-04-2012;208;0,7;;Timer;
13-04-2012;208;1;Klima team møde;Timer;
13-04-2012;208;2,2;;Timer;
13-04-2012;208;3;;Timer;
15-05-2012;208;2,5;IDO203,1;Timer;
16-04-2012;208;3,5;;Timer;
16-04-2012;208;5;Møde med Arla, koordinering med Netværk mm., Windmad, VindEnergi Danmark, Danske Bank hjælp til John;Timer;
17-04-2012;208;6;Møder med WindMade, VindEnergi Danmark i Bella Center;Timer;
15-05-2012;208;4;;Timer;
15-05-2012;208;2;;Timer;
15-05-2012;208;1,5;;Timer;
15-05-2012;208;3;;Timer;
15-05-2012;208;5,5;;Timer;
07-05-2012;208;8;;Timer;
08-05-2012;208;6;;Timer;
08-05-2012;208;2;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
10-05-2012;208;7;;Timer;
11-05-2012;208;6;;Timer;
14-05-2012;208;2;;Timer;
14-05-2012;208;5;;Timer;
18-05-2012;208;1;;Timer;
15-05-2012;208;5;;Timer;
15-05-2012;208;3;;Timer;
15-05-2012;208;6,5;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;3;;Timer;
14-05-2012;208;1,75;;Timer;
15-05-2012;208;2,25;;Timer;
17-04-2012;208;1,5;;Timer;
18-04-2012;208;1;Dansk Bank Assistance;Timer;
19-04-2012;208;2,5;Arla CSR rapport input;Timer;
18-04-2012;208;2,5;;Timer;
19-04-2012;208;2,5;;Timer;
20-04-2012;208;1,5;;Timer;
20-04-2012;208;2;Lego - baggrundsresearch, oplæg mm;Timer;
20-04-2012;208;2,5;;Timer;
18-04-2012;208;0,5;;Timer;
19-04-2012;208;0,5;;Timer;
18-04-2012;208;2,5;;Timer;
19-04-2012;208;0,5;;Timer;
20-04-2012;208;1;;Timer;
17-04-2012;208;0,5;;Timer;
19-04-2012;208;0,5;;Timer;
23-04-2012;208;4,5;;Timer;
23-04-2012;208;2,5;lego forberedelse med Frederik og Gitte H;Timer;
23-04-2012;208;0,5;;Timer;
25-04-2012;208;3;;Timer;
25-04-2012;208;2,5;;Timer;
25-04-2012;208;2;;Timer;
25-04-2012;208;0,5;;Timer;
26-04-2012;208;3,5;;Timer;
26-04-2012;208;2;Lasse gustafson WWF INT;Timer;
27-04-2012;208;0,7;;Timer;
27-04-2012;208;1;Danske Bank;Timer;
26-04-2012;208;1,5;;Timer;
27-04-2012;208;2,5;;Timer;
27-04-2012;208;1,5;;Timer;
27-04-2012;208;1,5;;Timer;
26-04-2012;208;0,5;;Timer;
30-04-2012;208;4,5;;Timer;
30-04-2012;208;3;;Timer;
02-05-2012;208;4,5;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;1,5;;Timer;
01-05-2012;208;5,5;;Timer;
01-05-2012;208;0,5;Faktura - kreditnota vedr Seminar med Sune Skadegård;Timer;
08-05-2012;208;11;;Timer;
09-05-2012;208;15;;Timer;
10-05-2012;208;13;;Timer;
11-05-2012;208;11;;Timer;
14-05-2012;208;0,5;;Timer;
15-05-2012;208;0,5;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;1;;Timer;
14-05-2012;208;3;;Timer;
15-05-2012;208;1,5;;Timer;
15-05-2012;208;1,5;;Timer;
29-05-2012;208;4;;Timer;
31-05-2012;208;3;Kontrakter, budget og regnskab;Timer;
16-05-2012;208;2,5;;Timer;
16-05-2012;208;1;;Timer;
14-05-2012;208;4,5;;Timer;
16-05-2012;208;0,25;;Timer;
16-05-2012;208;1;;Timer;
16-05-2012;208;0,25;;Timer;
16-05-2012;208;0,5;;Timer;
16-05-2012;208;3;;Timer;
16-05-2012;208;2,25;;Timer;
16-05-2012;208;0,25;;Timer;
16-05-2012;208;1;;Timer;
15-05-2012;208;8;;Timer;
16-05-2012;208;4;;Timer;
15-05-2012;208;2;;Timer;
16-05-2012;208;2;;Timer;
16-05-2012;208;0,5;Fejl pant;Timer;
16-05-2012;208;1;;Timer;
16-05-2012;208;3,5;;Timer;
16-05-2012;208;2;;Timer;
16-05-2012;208;3,5;;Timer;
16-05-2012;208;7,3;;Timer;
15-05-2012;208;6;fra kl. 12-18 - klargøring, rute, velkomst, afsked, oprydning.;Timer;
16-05-2012;208;2,3;Tvungen jobsamtale.;Timer;
16-05-2012;208;5;Indkøb af flag til event, forberedelse af praktiske sager og løse problemer med Sparta vedr. løbenr. mv.;Timer;
20-05-2012;208;8;Eksekvering af event - forberedelse fra. kl. 8.30 - kl. 9.30-15.30 CPH-Marathon - 15.30 - 16.30 afvikling.;Timer;
15-05-2012;208;0,5;Besvare mails ;Timer;
15-05-2012;208;4;;Timer;
16-05-2012;208;4,25;;Timer;
14-05-2012;208;2;;Timer;
15-05-2012;208;3;;Timer;
18-05-2012;208;0,75;;Timer;
14-05-2012;208;0,5;;Timer;
16-05-2012;208;0,5;;Timer;
15-05-2012;208;1;;Timer;
16-05-2012;208;2,5;;Timer;
18-05-2012;208;1,25;;Timer;
18-05-2012;208;3;;Timer;
18-05-2012;208;0,95;;Timer;
01-05-2012;208;2;;Timer;
02-05-2012;208;2;;Timer;
03-05-2012;208;2;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
01-05-2012;208;1;;Timer;
02-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
03-05-2012;208;1;;Timer;
01-05-2012;208;3;;Timer;
02-05-2012;208;1;;Timer;
03-05-2012;208;3;;Timer;
07-05-2012;208;1;;Timer;
08-05-2012;208;1;;Timer;
09-05-2012;208;1;;Timer;
10-05-2012;208;1;;Timer;
11-05-2012;208;1;;Timer;
07-05-2012;208;2;;Timer;
08-05-2012;208;2;;Timer;
09-05-2012;208;2;;Timer;
10-05-2012;208;2;;Timer;
11-05-2012;208;2;;Timer;
07-05-2012;208;1;;Timer;
12-05-2012;208;10;;Timer;
13-05-2012;208;8;;Timer;
07-05-2012;208;3;;Timer;
08-05-2012;208;4;;Timer;
09-05-2012;208;4;;Timer;
10-05-2012;208;4;;Timer;
11-05-2012;208;4;;Timer;
14-05-2012;208;1;;Timer;
